Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
61968,0.801642996533611,-0.561258181005324,-0.0116810718836475,-0.306537980037895,0.260043506089584,1.1320165892499,-0.062653522906142,0.438809363875474,-0.200336577756234,-0.301806788863143,2.5326375515646,1.35123480223434,-0.15529035392132,0.727204033510813,1.39520935792371,-0.852285238893236,0.736021257459088,-2.43999463347003,-0.951590684391638,0.0813017347027828,-0.272933005385824,-1.05210295856926,0.2817946750362,-1.00716157472046,-0.44261948500445,0.642966361839529,-0.0532457884517918,0.006803420694394,143.85,0.0
58681,1.33158912240276,-0.39324192666874,0.358102801797129,-0.489399040293972,-1.06122168251617,-1.2882848644202,-0.18640235316673,-0.389364975521528,-1.15633778140302,0.647706266077623,0.0091079127567576,0.620207736866551,1.53010489729193,-0.0774591628255377,0.684010918180956,-1.48287918401179,0.0306319395934298,0.612803420217874,-0.898979407421468,-0.350599592113353,-0.334767336220695,-0.476325055045877,0.0466251772034371,0.790761860277643,0.265795832087219,1.01266632518908,-0.0618837708079434,0.015511267756556,34.85,0.0
36243,-1.04325792760453,0.423001987763392,1.59752051343162,1.25524564181752,0.814672972120772,2.58345908478365,0.740716147105977,0.839616864592938,-0.887057656697607,-0.310451396190809,0.896364242071357,0.274092883588551,-1.33713232303991,0.177584549416747,-1.11676895527526,-0.599818761331019,0.422667327547673,-1.60417323085213,-2.46055289108694,-0.107516130178426,0.236455067418271,0.625516956483008,0.149989782364636,-1.3939017272399,-0.177388650578156,0.0052886942897537,0.108045925740989,0.10261181021403,139.54,0.0
75715,-0.729350171913088,0.833787415997931,0.837283874872619,-0.0012333790793216,-0.323138124993682,-0.195110046145655,0.592743227310448,0.218634610122579,-0.497170999214037,-0.0796869559327776,1.54973221996017,0.669173559515098,-0.445790194806739,0.529145360239948,0.276433757523588,0.0529770342931569,-0.229760716408619,-0.325716602111411,-0.160451964987069,-0.273568619395267,-0.0219203208167104,-0.0523715952046012,0.257851550809127,0.207320384560479,-0.618524630296287,0.0216043882014484,-0.47746703062865,-0.283047188544149,69.64,0.0
69654,-1.30194350776634,-0.857157822996076,2.45073782473975,-1.75203327710171,-0.276135555861463,0.508910691576693,0.190802095397833,-0.288483604771828,0.0733684226964091,0.131988379515998,-1.16142867373803,-1.040892657674,-0.440636786443932,-1.51909938575698,-0.95501997843738,0.791527512459693,0.212554815729866,-1.80654400250014,0.0104948384389335,-0.227851029148219,-0.152737442666591,0.211507528183049,-0.603470318071261,-0.418452380926436,0.320110498846232,-0.380161506420555,-0.278848709552812,-0.50002897519938,147.72,0.0
67244,1.25771919362,0.364739119434284,0.306922619677791,0.690638246879564,-0.357791752392347,-1.06748130244581,0.0942718489375525,-0.210300432050399,0.0144549642648907,-0.28601237260551,-0.0501131545762812,0.298046747596868,0.348716749873122,-0.312208562449989,1.08089719169549,0.474305385070544,-0.0142031767086022,-0.312505183412392,-0.197051772970859,-0.0737789210901354,-0.286856218087276,-0.820657826496295,0.12766314749037,0.343127648423764,0.221120130509198,0.0943911233127048,-0.0221889746545145,0.0309440462460191,1.29,0.0
32697,1.3982222131952,-1.23682139636864,0.333811480675101,-1.59771602878701,-1.29550571252433,-0.0963301325712888,-1.09684650318952,-0.0087388967857838,-1.99049321795814,1.54764056806604,0.578924654981608,-0.280856314911488,0.869891147022579,-0.272899936399902,0.0921703425827072,0.244043553236166,-0.139011914085925,0.660137347715499,0.339923117858199,-0.143159509641803,-0.330899923065604,-0.760118978930092,0.0067728066899457,-0.544805851579893,0.197802434893932,-0.383445979541318,0.0282857340723895,0.0225507905692936,75.0,0.0
35635,1.11022956589205,0.676724211348768,0.623534367009332,3.19101960412615,0.762478983459779,1.490006730985,-0.155867858418998,0.337005004396578,-1.50166056366221,1.26813878399708,0.230481255749237,0.592487372907862,1.21999782930773,0.103934936425929,-0.128157965600876,1.5408239800982,-1.38861906454568,0.0072878350542456,-1.09790462960087,-0.0522371580442891,-0.204376629774964,-0.688472574908223,-0.0017145673161585,-1.39314928091666,0.257549546349982,-0.171719965964512,0.0188558062995334,0.0138818122611502,17.08,0.0
59075,-1.00788893103729,0.727506816240516,2.33544880631374,0.282011343545386,-0.0283695115999413,0.146248910885774,0.36980669042448,0.239929227692514,-0.909502516727823,-0.0149527397057139,0.615563240930926,-0.0116074177233375,-0.327811227393441,-0.0269991828423994,-0.447629219566021,1.72864816268267,-1.41229471105898,0.536685668263317,-1.27494526590016,-0.16439967752935,0.0685009608260491,-0.0054053558778262,-0.0171268907187906,0.010737495815604,-0.215931085053311,0.663571136584228,-0.109080952908989,0.0607236801599337,36.37,0.0
27124,-1.79417211618802,-1.13630234126558,1.98613705023776,0.214567041122538,1.39370453762388,-1.50045992827615,-0.682635587289677,0.32340979742663,0.0873963831241832,-0.531023148189995,0.62353513988714,0.413686427899247,-1.47620487423131,0.199869413988717,-1.54102571466328,-0.0861243932001316,-0.21253131767194,0.164899968151299,-0.0552294757511537,0.22179740904373,0.189856873528466,0.130807999305147,0.0635367353622255,0.546708899732398,0.116375982446432,0.258625770760367,-0.0092465229417687,0.126468408047013,1.0,0.0
